UB,Cth,TL,TH,Rcoeff,time_median,time_p10,time_p90,severance_rate,final_R_mean,final_C_mean
5,0.93,16,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,16,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,16,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,16,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,17,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,17,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,17,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,17,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.93,17,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,11,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,11,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,11,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,11,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,11,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,12,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,12,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,12,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,12,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,12,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,13,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,13,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,13,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,13,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,13,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,14,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,14,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,14,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,14,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,14,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,15,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,15,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,15,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,15,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,15,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,16,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,16,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,16,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,16,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,16,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,17,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,17,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,17,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,17,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.94,17,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,11,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,11,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,11,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,11,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,11,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,12,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,12,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,12,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,12,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,12,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,13,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,13,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,13,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,13,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,13,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,14,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,14,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,14,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,14,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,14,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,15,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,15,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,15,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,15,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,15,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,16,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,16,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,16,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,16,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,16,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,17,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,17,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,17,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,17,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
5,0.95,17,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.85,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.85,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.85,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.85,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.85,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.85,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.85,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.85,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.85,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.85,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.85,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.85,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.85,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.85,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.85,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.85,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.85,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.85,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.85,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.85,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.85,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.85,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.85,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.85,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.85,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.85,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.85,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.85,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.85,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.85,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.85,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.85,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.85,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.85,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.85,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.86,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.86,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.86,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.86,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.86,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.86,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.86,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.86,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.86,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.86,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.86,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.86,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.86,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.86,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.86,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.86,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.86,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.86,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.86,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.86,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.86,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.86,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.86,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.86,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.86,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.86,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.86,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.86,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.86,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.86,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.86,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.86,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.86,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.86,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.86,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.87,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.87,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.87,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.87,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.87,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.87,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.87,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.87,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.87,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.87,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.87,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.87,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.87,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.87,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.87,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.87,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.87,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.87,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.87,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.87,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.87,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.87,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.87,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.87,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.87,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.87,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.87,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.87,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.87,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.87,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.87,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.87,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.87,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.87,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.87,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.88,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.88,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.88,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.88,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.88,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.88,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.88,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.88,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.88,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.88,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.88,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.88,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.88,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.88,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.88,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.88,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.88,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.88,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.88,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.88,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.88,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.88,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.88,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.88,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.88,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.88,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.88,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.88,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.88,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.88,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.88,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.88,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.88,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.88,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.88,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.89,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.89,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.89,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.89,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.89,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.89,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.89,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.89,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.89,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.89,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.89,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.89,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.89,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.89,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.89,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.89,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.89,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.89,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.89,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.89,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.89,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.89,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.89,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.89,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.89,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.89,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.89,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.89,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.89,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.89,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.89,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.89,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.89,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.89,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.89,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.9,11,2.0,0.1,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.9,11,2.0,0.15,7.0,7.0,7.0,0.0,8.199999999999998,1.0799999999999996
6,0.9,11,2.0,0.2,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.9,11,2.0,0.25,6.0,6.0,6.0,0.0,18.100000000000005,1.0500000000000003
6,0.9,11,2.0,0.3,5.0,5.0,5.0,0.0,28.0,1.02
6,0.9,12,2.0,0.1,7.0,7.0,7.0,0.0,4.599999999999997,1.0799999999999996
6,0.9,12,2.0,0.15,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.9,12,2.0,0.2,6.0,6.0,6.0,0.0,14.499999999999998,1.0500000000000003
6,0.9,12,2.0,0.25,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.9,12,2.0,0.3,5.0,5.0,5.0,0.0,24.39999999999999,1.02
6,0.9,13,2.0,0.1,7.0,7.0,7.0,0.0,1.0000000000000075,1.0799999999999996
6,0.9,13,2.0,0.15,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.9,13,2.0,0.2,6.0,6.0,6.0,0.0,10.900000000000013,1.0500000000000003
6,0.9,13,2.0,0.25,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.9,13,2.0,0.3,5.0,5.0,5.0,0.0,20.799999999999997,1.02
6,0.9,14,2.0,0.1,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.9,14,2.0,0.15,6.0,6.0,6.0,0.0,7.299999999999991,1.0500000000000003
6,0.9,14,2.0,0.2,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.9,14,2.0,0.25,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.9,14,2.0,0.3,5.0,5.0,5.0,0.0,17.199999999999992,1.02
6,0.9,15,2.0,0.1,6.0,6.0,6.0,0.0,3.7000000000000033,1.0500000000000003
6,0.9,15,2.0,0.15,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.9,15,2.0,0.2,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.9,15,2.0,0.25,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.9,15,2.0,0.3,5.0,5.0,5.0,0.0,13.600000000000007,1.02
6,0.9,16,2.0,0.1,6.0,6.0,6.0,0.0,0.10000000000000009,1.0500000000000003
6,0.9,16,2.0,0.15,5.0,5.0,5.0,0.0,10.0,1.02
6,0.9,16,2.0,0.2,5.0,5.0,5.0,0.0,10.0,1.02
6,0.9,16,2.0,0.25,5.0,5.0,5.0,0.0,10.0,1.02
6,0.9,16,2.0,0.3,5.0,5.0,5.0,0.0,10.0,1.02
6,0.9,17,2.0,0.1,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.9,17,2.0,0.15,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.9,17,2.0,0.2,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.9,17,2.0,0.25,5.0,5.0,5.0,0.0,6.399999999999998,1.02
6,0.9,17,2.0,0.3,4.0,4.0,4.0,0.0,29.79999999999999,0.9899999999999998
6,0.91,11,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,11,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,11,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,11,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,11,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,12,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,12,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,12,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,12,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,12,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,13,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,13,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,13,2.0,0.2,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,13,2.0,0.25,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,13,2.0,0.3,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,14,2.0,0.1,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
6,0.91,14,2.0,0.15,1.0,1.0,1.0,1.0,100.0,0.8999999999999998
